flats;metro_distances;districts;prices;prices_per_meter;meters;materials
1904;42;Московский;8600246;147466;58,32019584;Монолитный
1905;24;Выборгский;9077626;170600;53,21;Монолитный
1906;12;Невский;9120197;182295;50,02988014;Монолитный
1907;21;Приморский;9500343;162984;58,2900346;Монолитный
1908;18;Приморский;9846647;186773;52,71986315;Монолитный
1909;27;Красносельский;9909125;197708;50,1200002;Монолитный
1910;12;Невский;10040992;204002;49,22006647;Монолитный
1911;45;Петродворцовый;7746759;159300;48,63;Монолитный
1912;20;Ленинградская область;5645700;91800;61,5;Монолитный
1913;21;Пушкинский;6022500;110000;54,75;Монолитный
1914;21;Пушкинский;6144600;110000;55,86;Монолитный
1915;20;Ленинградская область;7295783;120751;60,42006277;Монолитный
1916;20;Ленинградская область;7339989;120150;61,09021223;Монолитный
1917;20;Ленинградская область;5594400;108000;51,8;Монолитный
1918;6;Ленинградская область;5665000;110000;51,5;Монолитный
1919;6;Ленинградская область;5769660;101400;56,9;Монолитный
1920;21;Пушкинский;6904700;110000;62,77;Монолитный
1921;42;Ленинградская область;5440110;113100;48,1;Монолитный
1922;48;Колпинский;6196047;118880;52,12018001;Монолитный
1923;42;Колпинский;6252150;118479;52,77011116;Монолитный
1924;42;Ленинградская область;6803720;103400;65,8;Монолитный
1925;15;Невский;7811725;154995;50,39985161;Монолитный
1926;48;Петродворцовый;9707544;192610;50,4;Монолитный
1927;27;Приморский;6247692;118800;52,59;Монолитный
1928;9;Невский;7707115;151298;50,93996616;Монолитный
1929;9;Невский;7864897;132898;59,17995004;Монолитный
1930;105;Ленинградская область;4777000;85000;56,2;Монолитный
1931;6;Ленинградская область;7340060;141700;51,8;Монолитный
1932;6;Ленинградская область;8001120;126600;63,2;Монолитный
1933;9;Невский;7934291;138084;57,45988674;Монолитный
1934;42;Ленинградская область;5542650;98100;56,5;Монолитный
1935;33;Ленинградская область;4999880;104600;47,8;Монолитный
1936;27;Приморский;6465232;130400;49,58;Монолитный
1937;42;Ленинградская область;6686724;113200;59,07;Монолитный
1938;9;Невский;8930250;143343;62,29986815;Монолитный
1939;27;Приморский;9148944;172622;52,99987255;Монолитный
1940;15;Невский;7796945;152433;51,14998065;Монолитный
1941;42;Колпинский;6742193;120633;55,89012128;Монолитный
1942;18;Красногвардейский;9199640;155926;59,00003848;Монолитный
1943;48;Колпинский;7834658;129928;60,29999692;Монолитный
1944;15;Ленинградская область;5389020;94000;57,33;Монолитный
1945;15;Невский;8498015;153117;55,50014042;Монолитный
1946;6;Ленинградская область;7020930;149700;46,9;Монолитный
1947;33;Ленинградская область;5158400;104000;49,6;Монолитный
1948;12;Ленинградская область;5883930;107000;54,99;Монолитный
1949;19;Ленинградская область;7022941;134875;52,06999815;Монолитный
1950;19;Ленинградская область;7026988;128300;54,76997662;Монолитный
1951;20;Ленинградская область;7037711;123317;57,07007955;Монолитный
1952;20;Ленинградская область;7037711;129895;54,17999923;Монолитный
1953;20;Ленинградская область;7216219;122143;59,08008646;Монолитный
1954;19;Ленинградская область;7182131;127501;56,32999741;Монолитный
1955;19;Ленинградская область;7679085;118049;65,04997925;Монолитный
1956;42;Пушкинский;8267610;147900;55,9;Монолитный
1957;42;Пушкинский;8426880;146300;57,6;Монолитный
1958;42;Пушкинский;8667100;146900;59;Монолитный
1959;33;Ленинградская область;5031180;108900;46,2;Монолитный
1960;33;Ленинградская область;5782400;104000;55,6;Монолитный
1961;21;Приморский;9379207;181909;51,55988434;Монолитный
1962;18;Приморский;10143588;178899;56,70008217;Монолитный
1963;42;Ленинградская область;5080710;103900;48,9;Монолитный
1964;42;Колпинский;6619333;120967;54,72015508;Монолитный
1965;9;Невский;8008320;161523;49,58005981;Монолитный
1966;20;Ленинградская область;5943000;113200;52,5;Монолитный
1967;27;Приморский;7181208;122400;58,67;Монолитный
1968;27;Приморский;7445592;122400;60,83;Монолитный
1969;39;Ленинградская область;6396936;121800;52,52;Монолитный
1970;27;Приморский;6544583;128300;51,01;Монолитный
1971;42;Пушкинский;7427360;152200;48,8;Монолитный
1972;42;Пушкинский;7364900;156700;47;Монолитный
1973;42;Пушкинский;8520510;148700;57,3;Монолитный
1974;9;Ленинградская область;8646160;148000;58,42;Монолитный
1975;42;Пушкинский;9026710;146300;61,7;Монолитный
