flats;metro_distances;districts;prices;prices_per_meter;meters;materials
2892;18;Кировский;6000000;136674;43,90008341;Панельный
2893;16;Красногвардейский;5560000;129302;43,00010827;Панельный
2894;4;Василеостровский;11000000;211538;52,00011345;Панельный
2895;5;Приморский;8100000;154580;52,40005175;Панельный
2896;33;Пушкинский;5750000;115000;50;Панельный
2897;20;Калининский;6500000;139037;46,75014564;Панельный
2898;21;Красносельский;8950000;140723;63,60012223;Панельный
2899;15;Красногвардейский;5900000;132287;44,59999849;Панельный
2900;13;Фрунзенский;7850000;170652;46,00004688;Панельный
2901;13;Приморский;9200000;166667;55,1998896;Панельный
2902;5;Выборгский;6800000;154195;44,10000324;Панельный
2903;9;Московский;7000000;161290;43,4000868;Панельный
2904;10;Красногвардейский;9000000;200445;44,90009728;Панельный
2905;17;Калининский;6800000;153153;44,4000444;Панельный
2906;16;Фрунзенский;7430000;145401;51,10006121;Панельный
2907;15;Калининский;5700000;129252;44,09989787;Панельный
2908;3;Приморский;8700000;203747;42,70001521;Панельный
2909;10;Невский;7050000;159142;44,30005907;Панельный
2910;7;Московский;7080000;141600;50;Панельный
2911;15;Кировский;6750000;140625;48;Панельный
2912;81;Курортный;6700000;151242;44,29986379;Панельный
2913;9;Ленинградская область;5650000;90690;62,30014335;Панельный
2914;6;Приморский;8500000;162835;52,20007984;Панельный
2915;60;Калининский;6500000;147727;44,00008123;Панельный
2916;60;Ленинградская область;4900000;111364;43,99985633;Панельный
2917;9;Фрунзенский;6800000;155251;43,80003994;Панельный
2918;15;Красногвардейский;7500000;140082;53,54006939;Панельный
2919;10;Невский;9950000;184601;53,90003304;Панельный
2920;27;Ленинградская область;5000000;96899;51,60011971;Панельный
2921;9;Красногвардейский;6800000;148796;45,70015323;Панельный
2922;21;Красногвардейский;7950000;152299;52,19994878;Панельный
2923;9;Ленинградская область;6700000;115917;57,79997757;Панельный
2924;12;Калининский;6400000;145786;43,89996296;Панельный
2925;2;Приморский;12800000;182857;70,00005469;Панельный
2926;20;Ленинградская область;6000000;115830;51,8000518;Панельный
2927;45;Красногвардейский;7750000;135965;56,99996323;Панельный
2928;15;Красносельский;8500000;166667;50,999898;Панельный
2929;13;Приморский;8300000;186937;44,39998502;Панельный
2930;21;Приморский;8500000;122832;69,20020841;Панельный
2931;9;Красносельский;8300000;148214;56,00010795;Панельный
2932;30;Выборгский;7400000;168182;43,99995243;Панельный
2933;18;Выборгский;7350000;144118;50,9998751;Панельный
2934;21;Колпинский;5800000;125541;46,2000462;Панельный
2935;30;Невский;6270000;141216;44,40006798;Панельный
2936;18;Петродворцовый;5500000;110887;49,60004329;Панельный
2937;13;Калининский;8500000;180467;47,10002383;Панельный
2938;90;Красносельский;4700000;107062;43,89979638;Панельный
2939;156;Ленинградская область;5300000;109959;48,19978356;Панельный
2940;45;Красногвардейский;7600000;168889;44,99997039;Панельный
2941;15;Калининский;11200000;180064;62,20010663;Панельный
2942;15;Московский;6000000;132159;45,39985926;Панельный
2943;45;Красносельский;7200000;127660;56,399812;Панельный
2944;60;Ленинградская область;5262600;98000;53,7;Панельный
2945;15;Невский;7900000;156436;50,49988494;Панельный
2946;9;Калининский;6050000;119802;50,49999165;Панельный
2947;12;Выборгский;6940000;132696;52,29999397;Панельный
2948;10;Невский;6500000;147059;44,19994696;Панельный
2949;30;Ленинградская область;5150000;89721;57,40016273;Панельный
2950;15;Калининский;6800000;155251;43,80003994;Панельный
2951;13;Калининский;6999000;155533;45,00009644;Панельный
2952;16;Фрунзенский;6900000;154018;44,79995845;Панельный
2953;20;Приморский;7500000;165198;45,40006538;Панельный
2954;15;Невский;6300000;137555;45,79986187;Панельный
2955;7;Калининский;6899000;151294;45,5999577;Панельный
2956;19;Петродворцовый;4700000;104444;45,00019149;Панельный
2957;9;Московский;6299000;130145;48,39986169;Панельный
2958;15;Приморский;10750000;172000;62,5;Панельный
2959;33;Ленинградская область;7070000;125355;56,3998245;Панельный
2960;21;Невский;9000000;146580;61,39991813;Панельный
2961;8;Московский;10299000;178802;57,60002685;Панельный
2962;15;Приморский;12138140;193900;62,6;Панельный
2963;21;Красногвардейский;5998140;141800;42,3;Панельный
2964;15;Невский;9716280;188300;51,6;Панельный
2965;21;Красногвардейский;5400000;121076;44,6000859;Панельный
2966;45;Невский;10900000;182274;59,8000812;Панельный
2967;30;Ленинградская область;7180000;109618;65,50019157;Панельный
2968;90;Ленинградская область;6999000;118027;59,29999068;Панельный
2969;33;Ленинградская область;7835640;138000;56,78;Панельный
2970;18;Красногвардейский;8845350;162300;54,5;Панельный
2971;10;Калининский;7500000;163399;45,89991371;Панельный
2972;9;Приморский;9300000;155000;60;Панельный
2973;15;Калининский;6900000;151648;45,50010551;Панельный
2974;45;Красногвардейский;7150000;134652;53,09984256;Панельный
2975;19;Кировский;9000000;153061;58,80008624;Панельный
2976;21;Невский;5650000;120213;46,9999085;Панельный
2977;39;Ленинградская область;7250000;146465;49,49988052;Панельный
2978;24;Калининский;6250000;141403;44,19991089;Панельный
2979;60;Красногвардейский;10000000;241546;41,39998178;Панельный
2980;27;Красногвардейский;7199000;147520;48,80016269;Панельный
2981;60;Колпинский;5200000;133333;39,0000975;Панельный
2982;36;Ленинградская область;7367370;120500;61,14;Панельный
2983;18;Красногвардейский;8468490;157700;53,7;Панельный
2984;15;Красногвардейский;6939380;135800;51,1;Панельный
2985;21;Красногвардейский;7208370;131300;54,9;Панельный
2986;15;Приморский;7400000;174528;42,40007334;Панельный
2987;15;Невский;10406400;192000;54,2;Панельный
2988;18;Красногвардейский;9238460;171400;53,9;Панельный
2989;15;Калининский;6000000;136054;44,10013671;Панельный
2990;5;Московский;11500000;205357;56,00003896;Панельный
2991;10;Невский;6550000;148190;44,2000135;Панельный
2992;17;Фрунзенский;6899000;136885;50,39997078;Панельный
2993;2;Невский;8600000;146010;58,90007534;Панельный
2994;20;Фрунзенский;6300000;143182;43,99994413;Панельный
2995;27;Красногвардейский;8200000;163673;50,0998943;Панельный
2996;24;Пушкинский;6000000;117647;51,0000255;Панельный
2997;21;Колпинский;5750000;112745;51,00004435;Панельный
2998;20;Невский;6450000;141138;45,69995324;Панельный
2999;75;Красносельский;9100000;155290;58,60003864;Панельный
3000;10;Приморский;12000000;218182;54,99995417;Панельный
3001;18;Калининский;8000000;163265;49,00009188;Панельный
3002;90;Ленинградская область;6800000;130769;52,00009176;Панельный
3003;7;Фрунзенский;6800000;151111;45,00003309;Панельный
3004;12;Невский;5850000;128855;45,39986807;Панельный
3005;12;Калининский;7100000;157778;44,99993662;Панельный
3006;7;Невский;6150000;138327;44,45986684;Панельный
3007;20;Московский;6000000;133333;45,0001125;Панельный
3008;15;Невский;10000000;185185;54,000054;Панельный
3009;18;Красногвардейский;5600000;125561;44,59983594;Панельный
3010;39;Калининский;6900000;141975;48,60010565;Панельный
3011;19;Московский;6440000;144395;44,59988227;Панельный
3012;5;Приморский;9230000;180980;51,00011051;Панельный
3013;30;Красногвардейский;6600000;140426;46,99984333;Панельный
3014;12;Кировский;11000000;174603;63,000063;Панельный
3015;10;Кировский;11350000;177621;63,9001019;Панельный
3016;12;Выборгский;6800000;151111;45,00003309;Панельный
3017;105;Колпинский;6450000;129779;49,6998744;Панельный
3018;12;Красносельский;6100000;122490;49,79998367;Панельный
3019;60;Невский;6550000;142391;46,00009832;Панельный
3020;9;Выборгский;9500000;166084;57,1999711;Панельный
3021;12;Кировский;6250000;148810;41,9998656;Панельный
3022;14;Московский;8415000;172439;48,79986546;Панельный
3023;13;Невский;6200000;136564;45,39995899;Панельный
3024;75;Колпинский;7800000;135182;57,69998964;Панельный
3025;13;Кировский;10960000;173968;63,00009197;Панельный
3026;18;Калининский;8650000;173347;49,89991174;Панельный
3027;12;Московский;7400000;157447;46,99994284;Панельный
3028;15;Невский;9000000;163934;54,90014274;Панельный
3029;15;Московский;6420000;141410;45,399901;Панельный
3030;12;Красносельский;6200000;142857;43,4000434;Панельный
3031;17;Калининский;6900000;153333;45,00009783;Панельный
3032;15;Приморский;6150000;149635;41,10001002;Панельный
3033;9;Приморский;8150000;147913;55,09995741;Панельный
3034;20;Приморский;7900000;139576;56,59998854;Панельный
3035;60;Ленинградская область;5272400;98000;53,8;Панельный
3036;60;Ленинградская область;5439000;98000;55,5;Панельный
3037;60;Ленинградская область;5989500;99000;60,5;Панельный
3038;60;Ленинградская область;5909400;98000;60,3;Панельный
3039;60;Ленинградская область;6072200;97000;62,6;Панельный
3040;14;Невский;7600000;151093;50,30014627;Панельный
3041;15;Красносельский;7098000;126524;56,10002845;Панельный
3042;60;Красногвардейский;8600000;162264;53,0000493;Панельный
3043;15;Красногвардейский;5500000;123043;44,69982039;Панельный
3044;14;Фрунзенский;7650000;150000;51;Панельный
3045;7;Фрунзенский;6050000;133260;45,39996998;Панельный
3046;13;Приморский;7900000;161224;49,00014886;Панельный
3047;90;Ленинградская область;5700000;104396;54,5997931;Панельный
3048;120;Ленинградская область;4500000;81967;54,90014274;Панельный
3049;45;Красногвардейский;7100000;130755;54,30002677;Панельный
3050;36;Ленинградская область;7355650;131000;56,15;Панельный
3051;36;Ленинградская область;7486920;126000;59,42;Панельный
3052;36;Ленинградская область;7523330;131000;57,43;Панельный
3053;36;Ленинградская область;7828480;128000;61,16;Панельный
3054;36;Ленинградская область;7828480;128000;61,16;Панельный
3055;36;Ленинградская область;7964160;128000;62,22;Панельный
3056;18;Красносельский;7900000;144424;54,70004985;Панельный
3057;19;Фрунзенский;6150000;138514;44,39984406;Панельный
3058;7;Московский;12300000;184408;66,69992625;Панельный
3059;12;Приморский;9800000;185606;52,80001724;Панельный
3060;10;Фрунзенский;7500000;169683;44,20006718;Панельный
3061;15;Ленинградская область;6190000;128157;48,30013187;Панельный
3062;10;Выборгский;7700000;167391;46,00008364;Панельный
3063;15;Выборгский;8500000;177083;48,00009035;Панельный
3064;15;Московский;11600000;200345;57,90012229;Панельный
3065;15;Калининский;6500000;154762;41,99997415;Панельный
3066;18;Красногвардейский;7250000;170188;42,59994829;Панельный
3067;30;Красногвардейский;7600000;167033;45,49999102;Панельный
3068;6;Калининский;14059488;219200;64,14;Панельный
3069;6;Фрунзенский;6599999;146667;44,99989091;Панельный
3070;9;Приморский;18041393;260300;69,31;Панельный
3071;15;Калининский;6130000;137444;44,59998254;Панельный
3072;21;Пушкинский;7900000;119697;65,99998329;Панельный
3073;15;Невский;9426780;186300;50,6;Панельный
3074;9;Ленинградская область;6200000;100324;61,79976875;Панельный
3075;15;Московский;6849999;152222;45,00005912;Панельный
3076;108;Красногвардейский;5720000;107519;53,19989955;Панельный
3077;21;Красногвардейский;9380000;127100;73,80015736;Панельный
3078;15;Красногвардейский;7950000;172826;46,00002314;Панельный
3079;30;Невский;6400000;152381;41,99998688;Панельный
3080;20;Невский;9584640;187200;51,2;Панельный
3081;18;Калининский;6700000;152273;43,99992119;Панельный
3082;15;Приморский;10081500;195000;51,7;Панельный
3083;33;Ленинградская область;4997475;99750;50,1;Панельный
3084;9;Колпинский;4700000;119898;39,19998666;Панельный
3085;21;Красногвардейский;5350000;140789;38,00012785;Панельный
3086;54;Ленинградская область;8536341;149866;56,95982411;Панельный
3087;90;Ленинградская область;6500000;136268;47,70012035;Панельный
3088;15;Красногвардейский;7418760;146500;50,64;Панельный
3089;5;Фрунзенский;7500000;144231;51,9999168;Панельный
3090;15;Приморский;8191350;163500;50,1;Панельный
3091;15;Красногвардейский;7476495;149500;50,01;Панельный
3092;66;Ленинградская область;5660300;107000;52,9;Панельный
3093;17;Калининский;6700000;145969;45,90015688;Панельный
3094;18;Приморский;9741450;192900;50,5;Панельный
3095;54;Ленинградская область;10016618;128534;77,92971509;Панельный
3096;15;Красногвардейский;5160600;141000;36,6;Панельный
3097;15;Невский;9376180;185300;50,6;Панельный
3098;18;Красногвардейский;8696850;156700;55,5;Панельный
3099;18;Красногвардейский;8515800;157700;54;Панельный
3100;18;Красногвардейский;6820780;132700;51,4;Панельный
3101;18;Красногвардейский;8740320;157200;55,6;Панельный
3102;18;Красногвардейский;9084200;171400;53;Панельный
3103;42;Ленинградская область;6099000;90894;67,10013862;Панельный
3104;39;Ленинградская область;6242400;89948;69,40009783;Панельный
3105;75;Ленинградская область;5790000;95940;60,35021889;Панельный
3106;6;Калининский;14063511;264700;53,13;Панельный
3107;21;Красногвардейский;5647920;139800;40,4;Панельный
3108;75;Ленинградская область;5650000;93621;60,34970786;Панельный
3109;66;Ленинградская область;6999600;122800;57;Панельный
3110;75;Ленинградская область;5340000;86199;61,94967459;Панельный
3111;33;Ленинградская область;5353000;101000;53;Панельный
3112;15;Красногвардейский;8367551;145700;57,43;Панельный
3113;6;Калининский;12592019;256300;49,13;Панельный
3114;6;Калининский;14789101;224520;65,86986015;Панельный
3115;6;Калининский;16311140;240400;67,85;Панельный
3116;15;Красногвардейский;7461766;148700;50,18;Панельный
3117;18;Приморский;9985850;193900;51,5;Панельный
3118;6;Калининский;15547086;226700;68,58;Панельный
3119;24;Красногвардейский;6106970;131900;46,3;Панельный
3120;21;Красногвардейский;6899700;126600;54,5;Панельный
3121;15;Приморский;9100650;179500;50,7;Панельный
3122;15;Невский;10602240;211200;50,2;Панельный
3123;36;Ленинградская область;6934620;133000;52,14;Панельный
3124;36;Ленинградская область;7122630;137000;51,99;Панельный
3125;36;Ленинградская область;7241680;131000;55,28;Панельный
3126;36;Ленинградская область;7724520;129000;59,88;Панельный
3127;36;Ленинградская область;8139900;129000;63,1;Панельный
3128;15;Красногвардейский;6935166;132300;52,42;Панельный
3129;15;Красногвардейский;8252079;139700;59,07;Панельный
3130;20;Невский;10171100;193000;52,7;Панельный
3131;15;Красногвардейский;8281103;148700;55,69;Панельный
3132;39;Ленинградская область;4895100;89654;54,59990631;Панельный
3133;20;Невский;9689730;186700;51,9;Панельный
3134;15;Приморский;8470475;167500;50,57;Панельный
3135;15;Красногвардейский;6807852;133200;51,11;Панельный
3136;33;Ленинградская область;5810000;100000;58,1;Панельный
3137;15;Приморский;8230464;172800;47,63;Панельный
3138;15;Красногвардейский;9227770;175100;52,7;Панельный
3139;6;Калининский;16765460;286100;58,6;Панельный
3140;54;Ленинградская область;8799939;127148;69,21020386;Панельный
3141;18;Невский;9779000;192500;50,8;Панельный
3142;39;Ленинградская область;5411700;89155;60,69990466;Панельный
3143;33;Ленинградская область;8337520;142400;58,55;Панельный
3144;15;Красногвардейский;9148760;175600;52,1;Панельный
3145;15;Красногвардейский;7437808;143200;51,94;Панельный
3146;15;Приморский;8249800;167000;49,4;Панельный
3147;18;Невский;11047850;189500;58,3;Панельный
3148;15;Невский;9817400;191000;51,4;Панельный
3149;75;Ленинградская область;5175000;85821;60,29992659;Панельный
3150;33;Ленинградская область;5242700;103000;50,9;Панельный
3151;24;Красногвардейский;6074880;134400;45,2;Панельный
3152;15;Красногвардейский;6877320;133800;51,4;Панельный
3153;15;Красногвардейский;7627376;162700;46,88;Панельный
3154;15;Красногвардейский;7936632;145200;54,66;Панельный
3155;15;Приморский;9441900;175500;53,8;Панельный
3156;15;Невский;9859500;187800;52,5;Панельный
3157;15;Приморский;9964350;164700;60,5;Панельный
3158;15;Красногвардейский;7245360;138800;52,2;Панельный
3159;15;Приморский;8658936;171600;50,46;Панельный
3160;15;Приморский;8994108;173900;51,72;Панельный
3161;75;Ленинградская область;5090000;86125;59,10014514;Панельный
3162;24;Красногвардейский;8389000;160709;52,19993902;Панельный
3163;42;Ленинградская область;6127000;110198;55,59992014;Панельный
3164;24;Красногвардейский;6594480;127800;51,6;Панельный
3165;15;Красногвардейский;7597590;149500;50,82;Панельный
3166;18;Красногвардейский;8594650;157700;54,5;Панельный
3167;33;Ленинградская область;7123750;125000;56,99;Панельный
3168;15;Невский;10010000;192500;52;Панельный
3169;36;Ленинградская область;6696300;130000;51,51;Панельный
3170;15;Приморский;8537760;161700;52,8;Панельный
3171;18;Красногвардейский;8590500;172500;49,8;Панельный
3172;6;Калининский;15121604;246200;61,42;Панельный
3173;21;Красногвардейский;5376800;143000;37,6;Панельный
3174;15;Невский;10321200;188000;54,9;Панельный
3175;75;Ленинградская область;5250000;86993;60,34968331;Панельный
3176;36;Ленинградская область;6786980;137000;49,54;Панельный
3177;36;Ленинградская область;7482800;130000;57,56;Панельный
3178;60;Ленинградская область;9580617;140933;67,97994082;Панельный
3179;6;Калининский;14479335;233500;62,01;Панельный
3180;15;Красногвардейский;5437350;140500;38,7;Панельный
3181;60;Ленинградская область;10172969;157549;64,57019086;Панельный
3182;18;Красногвардейский;8978840;161200;55,7;Панельный
3183;60;Ленинградская область;9705584;145773;66,58012115;Панельный
3184;21;Красногвардейский;6799850;127100;53,5;Панельный
3185;15;Приморский;8524900;163000;52,3;Панельный
3186;15;Невский;10228650;184300;55,5;Панельный
3187;15;Приморский;9617440;193900;49,6;Панельный
3188;21;Красногвардейский;7003980;139800;50,1;Панельный
3189;36;Ленинградская область;7180140;121000;59,34;Панельный
3190;15;Красногвардейский;7747740;143000;54,18;Панельный
3191;33;Ленинградская область;8728500;138000;63,25;Панельный
3192;24;Красногвардейский;7143840;135300;52,8;Панельный
3193;39;Ленинградская область;5652000;88728;63,70029754;Панельный
3194;15;Красногвардейский;6981084;134200;52,02;Панельный
3195;21;Красногвардейский;5350500;145000;36,9;Панельный
3196;15;Невский;9561480;185300;51,6;Панельный
3197;15;Невский;9660000;184000;52,5;Панельный
3198;36;Ленинградская область;7312280;124000;58,97;Панельный
3199;15;Красногвардейский;7381440;139800;52,8;Панельный
3200;15;Красногвардейский;7555275;143500;52,65;Панельный
3201;33;Ленинградская область;8127630;147000;55,29;Панельный
3202;33;Ленинградская область;8111640;138000;58,78;Панельный
3203;21;Красногвардейский;8388540;160700;52,2;Панельный
3204;18;Красногвардейский;8626190;157700;54,7;Панельный
3205;18;Красногвардейский;9120600;168900;54;Панельный
3206;18;Красногвардейский;9177800;168400;54,5;Панельный
3207;15;Невский;9672000;186000;52;Панельный
3208;66;Ленинградская область;6580500;107000;61,5;Панельный
3209;21;Красногвардейский;5664800;146000;38,8;Панельный
3210;15;Невский;10323000;186000;55,5;Панельный
3211;66;Ленинградская область;6997800;107000;65,4;Панельный
3212;33;Ленинградская область;9132840;138000;66,18;Панельный
3213;36;Ленинградская область;8157210;127000;64,23;Панельный
3214;21;Красногвардейский;6616640;133400;49,6;Панельный
3215;15;Невский;10135910;185300;54,7;Панельный
3216;36;Ленинградская область;7417200;120000;61,81;Панельный
3217;21;Красногвардейский;5572650;145500;38,3;Панельный
3218;21;Красногвардейский;6983895;132900;52,55;Панельный
3219;15;Невский;9859500;187800;52,5;Панельный
3220;21;Красногвардейский;7077070;131300;53,9;Панельный
3221;18;Красногвардейский;8633880;165400;52,2;Панельный
3222;75;Ленинградская область;5050000;83679;60,34966957;Панельный
3223;33;Невский;9000000;150000;60;Панельный
3224;18;Красногвардейский;8403200;166400;50,5;Панельный
3225;15;Ленинградская область;8490000;154364;54,99987044;Панельный
3226;75;Курортный;8600000;149826;57,39991724;Панельный
3227;90;Ленинградская область;5000000;87413;57,19973002;Панельный
3228;10;Невский;5700000;124454;45,80005464;Панельный
3229;21;Красногвардейский;11700000;167143;69,99994017;Панельный
3230;20;Василеостровский;9450000;189379;49,89993611;Панельный
3231;8;Невский;8690000;158867;54,69984327;Панельный
3232;15;Красносельский;7200000;133259;54,03012179;Панельный
3233;9;Московский;7700000;160417;47,99990026;Панельный
3234;78;Приморский;8000000;142857;56,000056;Панельный
3235;13;Калининский;11700000;180556;64,79984049;Панельный
3236;18;Петродворцовый;5250000;114130;46,00017524;Панельный
3237;15;Кировский;6800000;148796;45,70015323;Панельный
3238;15;Красногвардейский;8500000;182013;46,69996099;Панельный
3239;18;Калининский;9500000;159129;59,69999183;Панельный
3240;18;Красногвардейский;7400000;148000;50;Панельный
3241;16;Московский;7870000;187381;41,99998933;Панельный
3242;9;Московский;8900000;150847;59,00017899;Панельный
3243;9;Фрунзенский;7300000;165909;44,00002411;Панельный
3244;12;Калининский;8000000;158730;50,4000504;Панельный
3245;105;Ленинградская область;3500000;77434;45,19978304;Панельный
3246;12;Выборгский;6375000;144886;44,00011043;Панельный
3247;9;Фрунзенский;10300000;147989;69,59976755;Панельный
3248;10;Приморский;9300000;182353;50,99998355;Панельный
3249;16;Калининский;6800000;152466;44,60010756;Панельный
3250;20;Приморский;8500000;154545;55,00016177;Панельный
3251;19;Московский;9380000;187600;50;Панельный
3252;45;Приморский;9250000;177203;52,20001919;Панельный
3253;11;Фрунзенский;7250000;161111;45,00003103;Панельный
3254;165;Ленинградская область;7550000;119273;63,30016014;Панельный
3255;10;Фрунзенский;7500000;147059;50,9999388;Панельный
3256;15;Московский;7630000;159958;47,70002126;Панельный
3257;24;Красносельский;7300000;146000;50;Панельный
3258;14;Московский;6800000;151111;45,00003309;Панельный
3259;6;Ленинградская область;4790000;81186;59,00032025;Панельный
3260;2;Приморский;8600000;163810;52,49984738;Панельный
3261;5;Кировский;6000000;141844;42,29999154;Панельный
3262;20;Московский;6649000;151114;43,99989412;Панельный
3263;18;Калининский;6849000;153565;44,60000651;Панельный
3264;12;Калининский;6909000;154219;44,79992738;Панельный
3265;45;Красногвардейский;7049000;143857;49,00004866;Панельный
3266;12;Выборгский;7300000;158696;45,99989918;Панельный
3267;21;Ленинградская область;7549000;122648;61,55012719;Панельный
3268;15;Московский;7649000;169978;44,99994117;Панельный
3269;27;Красносельский;8549000;139918;61,1000729;Панельный
3270;9;Приморский;10749000;213698;50,29995601;Панельный
3271;16;Фрунзенский;6400000;168421;38,00001188;Панельный
3272;24;Красносельский;5200000;117647;44,2000221;Панельный
3273;14;Фрунзенский;7549000;145173;52,00002755;Панельный
3274;60;Калининский;5800000;128035;45,30011325;Панельный
3275;5;Калининский;7000000;164706;42,49996964;Панельный
3276;20;Красногвардейский;8249000;180503;45,70007147;Панельный
3277;18;Фрунзенский;9049000;196717;46,0000915;Панельный
3278;7;Московский;6649000;151804;43,79989987;Панельный
3279;17;Кировский;6249000;150578;41,50008633;Панельный
3280;15;Московский;7549000;167756;44,99988078;Панельный
3281;10;Московский;7549000;163753;46,09991878;Панельный
3282;8;Приморский;10500000;206693;50,79997871;Панельный
3283;10;Выборгский;12399000;251501;49,30000278;Панельный
3284;18;Калининский;6499000;142210;45,7000211;Панельный
3285;15;Фрунзенский;6900000;153333;45,00009783;Панельный
3286;7;Красногвардейский;8549000;191253;44,69995242;Панельный
3287;10;Кировский;8450000;141304;59,8001472;Панельный
3288;8;Московский;10299000;178802;57,60002685;Панельный
3289;1;Выборгский;8500000;153707;55,30001887;Панельный
3290;7;Фрунзенский;8549000;164404;51,99995134;Панельный
3291;7;Приморский;6199000;139932;44,30008861;Панельный
3292;15;Красносельский;6749000;131559;51,30017711;Панельный
3293;13;Калининский;7390000;163858;45,10002563;Панельный
3294;5;Кировский;7064000;168190;42,00011891;Панельный
3295;13;Кировский;10200000;168317;60,5999394;Панельный
3296;18;Красносельский;6100000;135556;44,99985246;Панельный
3297;14;Фрунзенский;6900000;148069;46,59989599;Панельный
3298;45;Красногвардейский;8249000;160175;51,49992196;Панельный
3299;11;Фрунзенский;7990000;160765;49,69987248;Панельный
3300;15;Красногвардейский;5939000;144854;40,99990335;Панельный
3301;16;Фрунзенский;10800000;185886;58,10012588;Панельный
3302;45;Кировский;5960000;137011;43,50015692;Панельный
3303;15;Московский;7019000;157025;44,69988855;Панельный
3304;10;Приморский;8000000;146252;54,70010667;Панельный
3305;20;Московский;6700000;148889;44,99996642;Панельный
3306;6;Красногвардейский;7924000;190481;41,5999496;Панельный
3307;19;Ленинградская область;5250000;110063;47,69995366;Панельный
3308;60;Красносельский;7399000;142563;51,89986182;Панельный
3309;45;Красносельский;8439000;159226;53,00013817;Панельный
3310;16;Московский;7029000;156548;44,89996678;Панельный
3311;30;Красносельский;5480000;121239;45,19997691;Панельный
3312;33;Ленинградская область;3799000;90452;42,00017689;Панельный
3313;18;Красногвардейский;6999000;150841;46,3998515;Панельный
3314;12;Приморский;7849000;167356;46,90002151;Панельный
3315;33;Ленинградская область;4050000;96429;41,99981333;Панельный
3316;15;Калининский;5900000;131111;45,00003814;Панельный
3317;18;Колпинский;4900000;116667;41,99988;Панельный
3318;21;Выборгский;9749000;174401;55,89990883;Панельный
3319;21;Красногвардейский;9549000;194878;48,99988711;Панельный
3320;16;Калининский;10400000;185053;56,20011564;Панельный
3321;7;Фрунзенский;7100000;157428;45,09998221;Панельный
3322;15;Красногвардейский;7449000;148980;50;Панельный
3323;12;Невский;10349000;192361;53,79988667;Панельный
3324;15;Красногвардейский;6500000;143172;45,39993854;Панельный
3325;20;Приморский;8549000;154036;55,50001298;Панельный
3326;15;Московский;7049000;154245;45,70002269;Панельный
3327;27;Невский;7049000;156644;45,00012768;Панельный
3328;21;Московский;9549000;177161;53,90012475;Панельный
3329;14;Московский;5849000;131734;44,40007895;Панельный
3330;5;Кировский;6349000;156379;40,60008057;Панельный
3331;12;Калининский;6749000;148985;45,2998624;Панельный
3332;24;Красносельский;6749000;130542;51,69983607;Панельный
3333;15;Калининский;6949000;144771;47,99994474;Панельный
3334;84;Красногвардейский;7200000;148148;48,6000486;Панельный
3335;15;Калининский;7799000;154742;50,40002068;Панельный
3336;21;Фрунзенский;6149000;135740;45,29983793;Панельный
3337;81;Красногвардейский;6049000;142665;42,40002804;Панельный
3338;9;Красносельский;6095000;121900;50;Панельный
3339;20;Красногвардейский;7549000;164466;45,90006445;Панельный
3340;12;Приморский;8715000;158167;55,09998925;Панельный
3341;45;Красносельский;7949000;126175;62,99980186;Панельный
3342;15;Фрунзенский;7299000;162200;45;Панельный
3343;12;Невский;6499000;142210;45,7000211;Панельный
3344;16;Калининский;6800000;152466;44,60010756;Панельный
3345;15;Фрунзенский;7149000;142127;50,30008373;Панельный
3346;10;Красносельский;6349000;145286;43,70001239;Панельный
3347;15;Невский;7219000;123825;58,30002019;Панельный
3348;9;Приморский;9700000;172906;56,09984616;Панельный
3349;15;Невский;6599000;149637;44,10005547;Панельный
3350;11;Кировский;7039000;166014;42,40003855;Панельный
3351;27;Красногвардейский;12039000;214982;56,00003721;Панельный
3352;15;Приморский;9698000;161903;59,90006362;Панельный
3353;9;Невский;7700000;144465;53,30010729;Панельный
3354;18;Красногвардейский;8200000;158301;51,8000518;Панельный
3355;17;Калининский;6600000;145374;45,40014033;Панельный
3356;12;Красногвардейский;12539000;219982;57,00011819;Панельный
3357;18;Красногвардейский;7249000;160022;45,30002125;Панельный
3358;21;Красногвардейский;6549000;139340;47,00014353;Панельный
3359;27;Красносельский;7419000;136379;54,39987095;Панельный
3360;10;Невский;8249000;149982;54,99993333;Панельный
3361;15;Московский;7250000;164027;44,20004024;Панельный
3362;12;Выборгский;7049000;159480;44,19989967;Панельный
3363;9;Приморский;7999000;146234;54,70000137;Панельный
3364;18;Московский;6249000;139487;44,79987382;Панельный
3365;14;Фрунзенский;7314000;162533;45,00009229;Панельный
3366;17;Выборгский;8000000;155945;51,30013787;Панельный
3367;20;Московский;7249000;172595;42,00005794;Панельный
3368;9;Петродворцовый;6649000;151114;43,99989412;Панельный
3369;18;Красногвардейский;6699000;148867;44,99989924;Панельный
3370;10;Кировский;6550000;155952;42,0001026;Панельный
3371;45;Невский;5650000;122826;46,00003257;Панельный
3372;15;Невский;7414000;146233;50,69991042;Панельный
3373;13;Калининский;7729000;174470;44,29987964;Панельный
3374;11;Приморский;6439000;146341;43,99997267;Панельный
3375;18;Московский;8349000;171086;48,8000187;Панельный
3376;15;Невский;7049000;143857;49,00004866;Панельный
3377;9;Кировский;7500000;174419;42,99990253;Панельный
3378;12;Калининский;6706000;149022;45,0000671;Панельный
3379;12;Фрунзенский;7028000;156875;44,8;Панельный
